Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Georgia,4.356741067,3.719947917,4.216426273,3.442938056,0.779674185,-0.553135974,-1.008098655,-1.091006389,-1.195517416,-1.649984479,-1.390035764,2.500397063,2.20571258,2.011883444,1.586228434,1.366439088,1.177473948,0.970226494,0.703395562,0.90555849,0.774288045,0.951848799,0.925498966,0.933706733,0.943438857,1.13481718,1.148479546,1.058307451,0.960243636
Germany,0.626711864,0.577374332,0.484511737,0.494835749,0.457651584,0.387949807,0.413168,0.450190045,0.432410714,0.426557078,0.476659794,0.501654639,0.461236715,0.381464,0.332309609,0.319084211,0.306314381,0.259298246,0.238463807,0.244797059,0.253814706,0.220144385,0.237240793,0.229142091,0.209904639,0.243517857,0.236512968,0.218255435,0.196113636
Ghana,3.886792408,3.510928191,3.723162824,4.08631492,4.564188281,3.931857528,3.802459718,4.029713605,4.187960222,3.930380276,6.253230458,12.46869666,10.97897753,8.961786761,7.582164811,6.494379647,3.477832399,2.883456061,2.493488034,2.799819453,2.327526324,1.57179005,1.569384581,1.084201485,1.271516305,1.459285465,0.298674431,0.305602894,0.298978907
Greece,0.964745597,0.90047619,0.833017241,0.889908257,0.851452991,0.759343066,0.719863014,0.742727273,0.767013889,0.778811189,0.900384615,0.863455882,0.765,0.599653465,0.500995851,0.495282258,0.443992674,0.391886792,0.340988701,0.344878788,0.35819398,0.372118056,0.414674797,0.393208333,0.385274262,0.454720812,0.452871795,0.430980392,0.395137615
Grenada,6.616354493,6.18437643,6.190344504,6.165025433,5.936419136,5.728104658,5.423652035,5.15055699,4.6198327,4.294522324,3.980429593,4.035014821,3.941984894,3.63778856,3.57191385,3.105431308,3.134389451,2.912940283,2.711943083,3.591453117,2.931207698,2.915279938,3.012943434,2.753316672,2.479436565,2.296872412,2.17589682,2.069850462,2.019344126
Guatemala,3.760722757,3.10862175,2.922178069,2.742996303,2.433137706,2.23057645,2.117406575,1.891509297,1.934985718,1.977245599,2.007379696,1.893833823,1.75343146,1.739254958,1.54807315,1.442043886,1.27649371,1.179018949,0.993958658,1.073578707,0.974405912,0.73151103,0.705717129,0.694573638,0.654251167,0.656898296,0.571958659,0.51681028,0.529280365
Guinea,7.89389946,7.088151132,6.60653748,6.730580614,6.647515432,6.199655919,5.779222925,6.025706694,6.763505166,6.887620822,8.105867791,8.931108668,8.96549797,7.741317666,7.349830206,9.601399706,6.763002336,4.603689762,4.241705903,4.467831825,4.711483393,4.990319154,4.630765965,4.251121117,4.137393537,4.218688418,4.765031603,3.981725992,3.774565737
Guinea-Bissau,13.73164696,13.06628471,15.02341151,14.47985519,14.684659,13.74194707,11.61157668,11.84132632,16.516713,16.7968636,9.373974156,9.296487991,9.071181241,8.126359035,7.329960052,6.558448809,6.98892607,5.954850943,4.503805554,4.806496533,4.859518589,3.682425273,4.528586159,4.062757975,4.123552457,4.378811544,3.706515425,3.251425246,3.043455106
Guyana,24.18161601,28.14653799,26.23314935,21.88938504,18.9137994,17.72767881,16.13255343,15.64464737,16.55678326,17.18591476,16.31896154,17.38354907,16.89776728,16.88952594,16.43788225,15.25069296,5.206279642,4.650364175,4.244362354,4.065500533,3.824739704,5.650995887,5.193091937,5.098610972,5.19664349,5.039907608,4.202826688,3.98258334,3.993620383
Haiti,1.656821658,1.54021519,2.551922691,2.875018565,2.260602021,2.022526266,2.053300148,1.907791764,1.748162912,1.600968247,1.036591367,1.145342538,1.241225466,1.523927422,1.247210484,1.075184276,1.02985808,0.863033754,0.776008398,0.718733677,0.740894089,0.739502364,0.68276654,0.665605376,0.676773614,0.695950141,0.767309946,0.741532116,0.661419149
Honduras,3.61567448,3.859169584,3.695612276,3.67180745,4.049733587,3.663431785,3.672079302,3.393700857,3.138380791,2.955793798,2.733860514,2.544707298,2.534920266,2.764146871,2.539092265,2.377771658,2.158922788,1.964201429,1.751226304,1.671294348,1.544255816,1.485574931,1.416188881,1.463266171,1.386379557,1.319843017,1.260266889,1.164407399,1.170903173
Hungary,0,2.466509218,1.956334979,1.902060012,1.759922288,1.600407439,1.641063928,1.58361153,1.534899018,1.538104767,1.539018496,1.407070053,1.091424045,0.898806552,0.725769231,0.659911504,0.636206897,0.511642857,0.44443038,0.491374046,0.4875,0.441408451,0.459453125,0.418296296,0.402411348,0.47736,0.47546875,0.439020979,0.3925625
Iceland,0.52172895,0.47109033,0.431494872,0.484912408,0.484445807,0.426108018,0.442312308,0.431342139,0.402632657,0.378973281,0.380957052,0.398520118,0.358270541,0.289117231,0.243589505,0.198066551,0.220719518,0.177086059,0.206643283,0.255228918,0.236778243,0.19724844,0.202389581,0.195839748,0.18076309,0.186898672,0.156171465,0.136392352,0.130159795
India,3.144672897,3.942555556,3.808020833,4.044587814,3.592599388,3.445666667,3.281501272,3.240600962,3.28327791,3.181350763,3.201282051,3.603072165,3.436485437,2.989177632,2.687066291,2.411902439,2.206031915,1.819360656,1.931233333,1.841626866,1.533886905,1.434241758,1.507393443,1.514241935,1.464872549,1.429604762,1.342026201,1.208611321,1.234918819
Indonesia,11.85943396,10.8925641,10.11726563,8.299177215,7.502090395,6.737029703,5.193832599,9.920462963,14.39103269,9.011142857,7.223151515,6.3709375,7.658061224,4.968893617,5.902801556,4.345104895,4.534876712,2.546851852,2.133215686,2.747425926,1.490397351,1.876506159,1.846699346,1.792081051,2.262940516,2.40445993,1.559259657,1.437303922,1.638326923
Iran,1.92432,0,0,4.708549417,4.630612944,3.62884059,3.0345,3.347192982,3.542454545,3.750263158,4.057818182,3.458661417,3.596356589,3.202792208,2.790315789,2.517699115,2.32,1.872885714,1.623932039,1.666610577,1.435995893,1.292082616,1.270534224,1.699891304,1.834157044,2.042857143,1.90437799,1.830988764,1.824537445
Iraq,0.436944444,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482533687,2.103697941,1.555412085,1.074740497,0.795227273,1.145089286,1.024347826,0.830702703,0.80587156,0.795659574,0.824553191,1.050056497,1.130228571,1.03225641,0.965133929
Ireland,1.096127834,1.096953878,0.980432355,1.058302861,0.997445418,0.835709423,0.782017756,0.734550699,0.713127625,0.666720168,0.688712694,0.654587156,0.55171875,0.432317073,0.361494845,0.336556604,0.311724138,0.261814815,0.253236364,0.272330508,0.283378378,0.246455696,0.266933333,0.247447699,0.229844961,0.209246575,0.209568106,0.185863095,0.162637076
Israel,0.742183708,0.664221015,0.630282223,0.680384608,0.637206022,0.5903,0.564818182,0.566521739,0.573448276,0.587350427,0.5575,0.561068702,0.624132231,0.601102362,0.573555556,0.532097902,0.522142857,0.467094972,0.390185185,0.405120773,0.381709402,0.343065134,0.37614786,0.302081911,0.280967742,0.2982,0.280595611,0.258186969,0.236981132
Italy,0.387076271,0.363472,0.341757576,0.419632075,0.399563636,0.397017094,0.351725191,0.374629032,0.374677165,0.386456,0.428070175,0.41534188,0.38915748,0.326605096,0.291044444,0.282344086,0.262953846,0.228986425,0.204641667,0.201945205,0.211619718,0.19210917,0.201952153,0.182369159,0.171564815,0.207331522,0.212042553,0.200515306,0.185062201
Jamaica,2.044760853,2.306434398,2.883123539,1.918559261,1.920970827,1.640963798,1.502442997,1.338495086,1.344254792,1.366987336,1.359991113,1.020150935,0.982609567,1.057238201,0.972022189,0.876033014,0.926223066,0.857058501,0.625118437,0.563509925,0.487120176,0.63968297,0.594985365,0.651354386,0.656938293,0.635762128,0.668518801,0.599067663,0.649106478
Japan,0.35443131,0.313927374,0.290831202,0.253849438,0.241708758,0.220522936,0.251749482,0.272972789,0.287012407,0.259278509,0.245100204,0.268369767,0.287779126,0.268179775,0.245908714,0.249214286,0.25701766,0.265533186,0.224865079,0.205271511,0.198268421,0.200534091,0.206045161,0.249806202,0.258004124,0.276840547,0.249119919,0.247088296,0.233276768
Jordan,4.487976543,4.405823529,4.121378985,4.036860453,3.801056447,3.469369774,3.257625539,3.045739118,2.689474162,2.495979294,2.470325247,2.342995398,2.27916588,2.199955497,2.097027544,2.020865548,1.738734285,1.614789678,1.18679498,1.123569125,1.010916116,0.967005005,1.015345189,0.940952743,0.941172803,0.906263346,0.879111488,0.887247574,0.834107566
Kazakhstan,11.44518259,12.79202064,12.81169046,11.85354668,11.88235424,10.83865083,9.164569556,7.442502284,7.42074447,8.779657726,8.055438201,6.639373023,6.662447138,5.685986492,4.457535537,3.584853595,2.791717968,2.230571429,2.109924812,2.171391304,1.863378378,1.472953368,1.366730769,1.255611814,1.12321267,1.355869565,1.981970803,1.680179641,1.515251397
Kenya,3.983734157,4.03853092,4.01016957,5.688663961,4.613784173,3.684368635,2.728738693,2.508429976,2.430821826,2.828781141,2.794096987,4.182963879,4.199960113,3.769326946,3.653853265,3.158838884,2.309730409,2.391874747,2.166866353,2.112285417,1.995245593,1.79651565,1.48236295,1.392641682,1.296379692,1.285938028,1.0396198,0.875451098,0.811245723
Kiribati,1.004784306,0.841836071,0.837907698,1.065652166,0.729493332,0.887500003,0.75170588,0.740329666,0.765288462,0.724299066,0.74344828,0.792377054,0.831065701,0.775779224,0.781501553,0.802611562,0.907153394,0.602992003,0.638105038,0.604138079,0.512423401,0.440274063,0.420514104,0.486187095,0.500825129,0.525953245,0.560761689,0.533970649,0.55911953
Kuwait,1.739222189,3.519005161,1.325876919,1.377112945,1.521622013,1.405593857,1.199937004,1.294016749,1.75443597,1.65184728,1.420736195,1.647580935,1.584265574,1.315885387,1.129727917,0.931080142,0.767058824,0.677478261,0.562653061,0.806226415,0.77573913,0.607662338,0.560057471,0.577873563,0.615398773,0.923565217,1.007706422,0.921157025,0.801205674
Kyrgyzstan,11.82429907,11.4265946,9.371644408,8.312398452,6.948216187,5.412341824,5.433442668,5.554725816,6.093694348,6.949217545,6.308003617,5.947087172,6.240490162,5.554953132,4.888008568,4.263797751,3.740073515,3.116316579,2.533094734,2.697192342,2.56968723,2.099143425,2.361797049,2.062705261,2.098258888,2.430303471,1.94478511,1.683773826,1.79661526
Laos,23.62632677,19.75511878,18.2300704,15.45473228,13.49437314,11.80582443,11.25597493,11.83735526,17.46632329,14.42488861,11.78952364,11.81147512,12.49590021,11.1400821,11.31677708,8.79162263,6.701647075,6.62331166,4.327767696,4.280878145,4.016671287,2.460784852,2.299008446,2.046518863,1.878891998,2.034683811,2.366236082,2.299875322,2.151635265
Latvia,0,0,0,0,0,0.022468897,0.020103485,-0.067468013,-0.121522475,-0.201982395,-0.278013517,-0.3436543,-0.296484941,-0.228946762,-0.180531956,-0.143873752,-0.088765184,-0.047734414,-0.050340884,-0.098414401,-0.059051249,0.317959565,0.313794613,0.290476101,0.279609861,0.324159773,0.305144038,0.27808089,0.258309992
Lebanon,2.5471331,1.861242518,1.502503818,1.532408907,1.366790952,1.313274898,1.198666142,1.182082062,1.099890016,1.146566349,1.088041891,1.138826249,1.047919264,1.033714286,1.007097033,0.964305508,0.899071919,0.756826492,0.774067274,0.733624463,0.652118942,0.643171763,0.642201955,0.602865078,0.628032044,0.652391026,0.658332572,0.668415005,0.623711869
Lesotho,5.583359597,4.81309029,4.343986234,4.33225369,4.133217348,3.583228211,3.794431541,3.617248862,3.909707488,4.524682186,4.59824384,4.941220303,5.065864632,3.463366673,2.640221824,2.490562411,2.366527844,2.598669692,2.576007878,2.678773561,2.159041349,1.944830759,2.090107947,2.180493651,2.156169057,2.27207571,2.502992093,2.403037255,2.271057717
Liberia,0,0,0,0,0,0,0,0,0,0,19.26773455,18.67549669,18.33872708,23.02139037,19.34225195,18.45100105,15.97855228,13.0225783,10.42873696,10.7239819,9.284284284,8.065054212,7.364939361,6.726442778,6.95610687,7.299338999,6.888712214,6.854453949,6.942401961
Libya,3.644059133,3.21050039,2.944684205,3.27787784,3.694431223,4.211143914,3.938013793,3.569214291,4.073793439,3.042523553,2.908267524,3.382286192,5.866157927,4.698917311,3.843935066,2.822275334,2.451696723,1.962787134,1.588470921,2.246133142,1.950023838,3.318789802,1.440389942,1.666339196,2.485737307,3.048617167,3.306467393,2.549412107,1.958641613
Liechtenstein,0.175874736,0.168446356,0.159392063,0.155399738,0.128328967,0.102945841,0.103832487,0.117472494,0.112915913,0.105104076,0.108697704,0.108354418,0.104142226,0.094441274,0.08395181,0.07925118,0.072495663,0.058679074,0.057070516,0.059939405,0.051157271,0.036585509,0.040322511,0.035983965,0.030042792,0.030310806,0.030462074,0.028994979,0.026174275
Lithuania,0,0,0,0,0,2.960414945,2.867872793,2.353084918,2.196707615,1.999711264,1.755348519,1.647410378,1.439012266,1.101602967,0.956358098,0.872874605,0.758690775,0.602047091,0.488100315,0.527975168,0.553334667,0.319396093,0.322051501,0.278192994,0.256513022,0.306864941,0.423310314,0.379197633,0.338961704
Luxembourg,0.873821403,0.840671854,0.729502643,0.723604773,0.605158055,0.414115684,0.414205889,0.431787846,0.387943622,0.370121706,0.416205885,0.443767119,0.433174863,0.359640122,0.347986217,0.329340243,0.285516858,0.226378902,0.204835527,0.211405201,0.215363025,0.193151761,0.200077766,0.17509092,0.156117979,0.169886433,0.156529375,0.150198004,0.140158007
Madagascar,14.14786627,17.11978876,15.08761717,13.90741886,16.03247081,14.82764503,11.67105018,13.36393713,13.21908897,13.53700386,12.23525098,8.975177201,8.703773875,7.712830109,9.500994958,8.929440246,7.944384751,6.116401139,4.730941688,5.371804621,5.22803874,3.484299123,3.54349061,3.220494507,3.202917098,3.633305094,3.530370422,3.078251047,2.980488459
Malawi,10.32554961,8.490860283,9.913770855,8.253499058,13.39479204,11.64256872,7.207257347,6.191718121,9.608220716,9.533077854,9.744729772,10.096109,5.140530139,5.818307241,5.419875669,5.320153337,4.817384392,4.419192016,3.76620073,3.175511969,2.94267436,2.623687914,3.627775365,4.075101627,3.890662344,3.830093451,4.597794101,4.029640216,3.878679918
Malaysia,4.704460317,4.368259021,3.741915955,3.360349019,3.110970884,2.695553528,2.449207921,2.5786,4.002217121,3.376441329,2.973353049,2.912572785,2.86039604,2.710909091,2.58208,2.336111111,2.038650307,1.840360825,1.594632035,1.815445545,1.486862745,0.522147651,0.49656051,0.539752322,0.608076923,0.637508306,1.257674419,1.144200627,1.081086351
Maldives,0.976340004,0.859007102,0.982961904,0.806635152,0.758673358,0.827090564,0.777117525,0.826407901,0.740608531,0.882493071,0.896951278,0.678020843,0.802647622,0.608295022,0.700993867,0.722044973,0.634839863,0.540574256,0.449013586,0.460496465,0.440464627,0.439742363,0.478142218,0.421849833,0.446265376,0.403947266,0.484116018,0.469043912,0.449075825
Mali,6.678071391,6.559888796,6.334181849,6.440096214,8.843111224,6.927957706,6.909022636,7.485802297,8.43732003,7.533152398,8.503350797,6.446761136,5.815271763,4.977139953,4.724055755,4.270510602,3.909713771,3.430032829,2.998344356,2.906501799,2.974974516,2.520955093,2.686878703,2.614274313,2.449728111,2.798210912,2.926719114,2.74248489,2.562276269
Malta,0.989335753,0.88362305,0.797508803,1.125802598,0.920438697,0.704225258,0.672267529,0.719667503,0.655766928,0.647845853,0.592208081,0.679977768,0.586071232,0.535935627,0.478838259,0.462891945,0.449963732,0.396195941,0.338818722,0.332322686,0.330901111,0.30916338,0.33395904,0.268204214,0.244274148,0.194744874,0.15944819,0.152887019,0.137619742
Marshall Islands,0,0.363605512,1.207954932,1.10596113,1.110381138,0.998087,1.082465857,1.083956006,1.157825924,1.137096189,1.127029194,1.139842376,1.138621903,1.141565543,1.195757453,1.197836848,1.168592897,1.16970769,1.110125784,1.120096776,1.109982629,1.032512085,0.984279955,0.958939285,1.028753665,1.029254668,1.096937351,1.033441218,1.084608502
Mauritania,4.724886803,3.449417677,3.340584036,4.027389252,3.789443203,3.571204183,3.747510857,3.996136938,4.211881593,4.597355297,5.366612369,5.532440977,5.486594555,4.83631698,4.21587119,3.44343759,2.614389541,2.481479297,1.973349426,2.311013115,2.043034382,1.717756955,1.79393956,1.669651741,1.903667512,2.1437174,1.901935605,1.899860561,1.842770202
Mauritius,0.851711714,0.826072911,0.7598625,0.799787113,0.756013602,0.680634789,0.660343066,0.723604968,0.793828897,0.88403685,0.915657909,0.971035691,0.92950044,0.808038598,0.71745122,0.756694226,0.759731027,0.67238119,0.559538835,0.612344843,0.585784976,0.506146979,0.513339741,0.504549091,0.494398151,0.544803593,0.531372926,0.50530375,0.473136593
Mexico,1.599425287,1.391214058,1.207493113,0.914171657,0.915909091,1.290555556,1.193576642,1.03718,1.052049336,0.888366667,0.79019774,0.611717305,0.607551813,0.675843621,0.635626598,0.594891676,0.557846154,0.538371429,0.536738739,0.644566667,0.551160377,0.57690678,0.5618,0.526653543,0.499984848,0.585461538,0.64687037,0.598775862,0.569885246
Micronesia,0,-0.120336943,0.505334082,0.453629032,0.49382716,0.722102148,0.732149174,0.774344795,0.776705772,0.772234096,0.728763614,0.788476949,0.742215398,0.814886676,0.832514694,0.799098936,0.709941828,0.700969519,0.608029562,0.642204388,0.538821953,0.546094206,0.550040382,0.598963981,0.595105352,0.631931698,0.662121703,0.627272499,0.597115484
Montenegro,0,0,0,0,0,0,0,0,0,0,2.204617815,-1.388087498,-1.253225449,-0.936927201,-0.844091717,0.013290953,0.0330651,-0.027168658,0.079196167,-0.168296321,0.012068748,0.895573263,0.936988926,0.826519876,0.782520064,0.910414734,0.784186707,0.734837857,0.695825294
Morocco,1.152414675,1.120940526,1.106758125,1.168834193,1.126554465,1.043548606,0.959420905,1.107596102,1.059411749,1.116207946,1.224481876,1.313749371,1.269981467,1.035455191,0.980444441,0.984071631,0.93093286,0.824126175,0.736266555,0.739418529,0.777757244,0.799306931,0.844643529,0.783364486,0.778272727,0.874752475,0.842038835,0.828727273,0.782627119
Mozambique,0,23.35824801,32.91708801,31.98669238,31.20910598,30.18122346,18.5646139,14.91342282,13.68762851,11.85662014,12.10648263,16.00239013,15.23338923,14.50013142,11.8449184,11.13196202,10.23113599,9.185861593,8.037466643,8.030570221,9.398766505,6.518767736,5.980745458,5.854726244,5.632170145,6.200250272,9.029069823,8.048212561,7.414183178
Myanmar,0,0,0,0,0,0,0,0,0,0,24.9498427,31.11863438,29.55751874,20.26729445,21.30807758,18.06627999,15.24834898,11.40890657,6.821800892,6.164008074,4.691889057,3.379610483,3.524654035,3.549874633,3.38430651,3.358606422,3.293629737,3.335660402,3.040907812
Namibia,0,6.662989984,5.807751139,6.1675155,5.510572112,5.11099845,5.07940914,4.848087506,5.388697532,5.409857667,5.602513114,6.178712447,6.139202264,4.318376102,3.283726759,3.081032948,2.962958048,2.590004664,2.49043944,2.727461685,2.083742554,2.305666612,2.304114548,1.936524661,1.82333436,2.010265399,2.193962261,1.84040704,1.671595564
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051203712,0.756940295,0.515851066,0.507656248,0.573315791,0.691409397,0.699389091,0.638768064,0.645049998
Nepal,5.678744488,5.352576312,6.130168472,5.956216345,5.628537878,5.475898254,5.478173097,5.220900279,5.526892586,5.711569835,5.361967177,4.513026734,4.363004769,4.367762026,3.830112216,3.527563314,3.148042467,2.789179297,2.420800177,2.524312462,2.120272977,2.249178244,2.37858881,2.375569553,2.388645425,2.186742697,2.466732342,2.107179106,1.870532325
Netherlands,0.646037736,0.642652439,0.579008264,0.609293785,0.568416887,0.488539823,0.515,0.534652278,0.509315068,0.471185682,0.501322115,0.485730858,0.442478814,0.360587219,0.320152207,0.298832117,0.272892224,0.236021251,0.208533755,0.221705069,0.239952774,0.210464602,0.224648391,0.214435576,0.202861953,0.247973856,0.241734694,0.222913669,0.196925602
New Zealand,0.992853534,1.043856727,1.091961243,0.952633,0.836847583,0.743913712,0.685620577,0.762616582,0.869508462,0.870286464,0.974663649,1.058983312,0.879363601,0.691437821,0.573653846,0.531913043,0.548482143,0.438978102,0.452330827,0.474049587,0.388707483,0.370946746,0.369034091,0.337853403,0.323482587,0.367062147,0.371276596,0.348536585,0.339951923
Nicaragua,29.33264564,18.97496087,16.26506024,16.98307829,7.804440914,7.13445575,6.861092284,6.924883435,6.767678858,6.57987157,6.367320366,6.885025529,7.105376422,7.194048711,6.517048659,6.050936439,5.679128445,5.197102081,4.526331843,4.646494621,4.447037899,2.805326675,2.636713881,2.553961234,2.437621372,2.341513447,2.910564244,2.791981107,2.960064443
Niger,5.455027359,5.989414477,5.974190919,9.485876956,11.09357832,9.619820849,9.539894104,10.27367893,9.276060921,9.917775023,11.63588677,9.11090221,8.313585761,7.088803261,6.63485488,5.904206319,5.647173814,4.900998379,4.023240023,4.18110031,3.935708157,3.70684836,3.710652544,3.600035935,3.593869145,4.21657853,4.111054772,3.958160542,3.603967456
Nigeria,4.624156972,5.294550006,5.695792919,9.805347239,8.003418436,6.022586235,5.406472701,4.899570448,4.737377524,4.206316437,3.557587074,3.35592026,2.651756852,2.481809524,1.942794118,1.597670455,1.169915254,0.993333333,0.822255193,0.886541096,0.778808864,0.73891358,0.665877193,0.62497053,0.599213894,0.663716632,0.816395062,0.897340426,0.900554156
